#multi:
	cintura		quadril		coxa		joelho		tornozelo		calcanhar		pé		
t	x	y	x	y	x	y	x	y	x	y	x	y	x	y	
1.075	-1.544	1.019	-1.563	0.903	-1.764	0.570	-1.777	0.476	-1.742	0.143	-1.724	6.749E-2	-1.838	5.021E-2
1.083	-1.555	1.017	-1.573	0.901	-1.772	0.567	-1.788	0.474	-1.769	0.138	-1.757	6.228E-2	-1.870	5.176E-2
1.091	-1.565	1.016	-1.583	0.899	-1.780	0.563	-1.797	0.471	-1.796	0.136	-1.788	5.915E-2	-1.901	5.423E-2
1.100	-1.576	1.014	-1.594	0.897	-1.788	0.560	-1.807	0.469	-1.823	0.133	-1.818	5.540E-2	-1.931	5.713E-2
1.108	-1.587	1.012	-1.604	0.895	-1.796	0.555	-1.817	0.466	-1.848	0.132	-1.847	5.332E-2	-1.960	6.029E-2
1.116	-1.598	1.010	-1.615	0.892	-1.804	0.551	-1.826	0.462	-1.872	0.130	-1.874	5.186E-2	-1.987	6.356E-2
1.125	-1.610	1.008	-1.626	0.889	-1.811	0.547	-1.835	0.459	-1.895	0.129	-1.900	4.998E-2	-2.012	6.741E-2
1.133	-1.621	1.005	-1.637	0.887	-1.819	0.543	-1.844	0.456	-1.917	0.129	-1.924	5.061E-2	-2.037	7.165E-2
1.141	-1.632	1.003	-1.648	0.884	-1.826	0.539	-1.852	0.453	-1.937	0.128	-1.948	4.977E-2	-2.059	7.518E-2
1.150	-1.644	1.001	-1.659	0.882	-1.834	0.535	-1.860	0.449	-1.955	0.127	-1.970	4.852E-2	-2.079	7.801E-2
1.158	-1.656	0.998	-1.671	0.880	-1.842	0.530	-1.868	0.446	-1.973	0.127	-1.989	4.852E-2	-2.098	8.050E-2
1.166	-1.668	0.997	-1.683	0.877	-1.849	0.527	-1.876	0.443	-1.989	0.125	-2.005	4.727E-2	-2.114	8.101E-2
1.175	-1.680	0.995	-1.696	0.875	-1.858	0.524	-1.885	0.439	-2.001	0.125	-2.020	4.561E-2	-2.128	8.055E-2
1.183	-1.693	0.993	-1.708	0.874	-1.868	0.521	-1.893	0.436	-2.011	0.123	-2.031	4.320E-2	-2.139	7.914E-2
1.191	-1.705	0.992	-1.721	0.872	-1.878	0.519	-1.903	0.434	-2.021	0.121	-2.041	4.135E-2	-2.148	7.671E-2
1.200	-1.718	0.990	-1.734	0.870	-1.890	0.518	-1.914	0.432	-2.028	0.118	-2.047	3.800E-2	-2.155	7.230E-2
1.208	-1.731	0.989	-1.747	0.869	-1.902	0.517	-1.926	0.430	-2.033	0.113	-2.050	3.243E-2	-2.159	6.665E-2
1.216	-1.744	0.988	-1.761	0.868	-1.915	0.517	-1.937	0.428	-2.036	0.109	-2.053	2.835E-2	-2.162	6.059E-2
1.225	-1.757	0.987	-1.774	0.867	-1.929	0.517	-1.948	0.426	-2.039	0.103	-2.054	2.724E-2	-2.164	5.437E-2
1.233	-1.770	0.987	-1.788	0.867	-1.943	0.517	-1.959	0.424	-2.040	9.916E-2	-2.057	2.538E-2	-2.167	4.898E-2
1.241	-1.784	0.986	-1.802	0.867	-1.955	0.516	-1.969	0.421	-2.044	9.512E-2	-2.060	2.482E-2	-2.172	4.465E-2
1.250	-1.798	0.986	-1.817	0.866	-1.965	0.514	-1.979	0.419	-2.053	9.481E-2	-2.063	2.393E-2	-2.176	4.028E-2
